RecreationVisits,RecreationHours,TentCampers,RVCampers,BackcountryCampers,Campers,Clusters,Cluster Color
477618,4298562,39239,29160,12004,80403,1,purple
254310,2288790,6621,7460,3800,17881,0,peach
60231,240924,865,706,327,1898,0,peach
2589,10356,35,11,25,71,0,peach
4962,19848,5,14,21,40,0,peach
6591,26364,5,0,66,71,0,peach
8618,34472,54,0,104,158,0,peach
11710,46840,22,19,170,211,0,peach
16116,64464,19,38,261,318,0,peach
64446,257784,1304,1328,295,2927,0,peach
209675,1887075,12117,11756,2035,25908,0,peach
517028,4653252,37053,29806,8045,74904,1,purple
517010,4653090,41431,27495,12156,81082,1,purple
281018,2529162,10558,9560,4198,24316,1,purple
53262,213048,664,769,405,1838,0,peach
15168,60672,62,60,98,220,0,peach
8214,32856,5,5,79,89,0,peach
7481,29924,3,0,26,29,0,peach
9686,38744,24,14,126,164,0,peach
13316,53264,41,30,71,142,0,peach
24166,96664,95,68,79,242,0,peach
89146,356584,1383,1575,567,3525,0,peach
255237,2297133,10805,11337,2920,25062,0,peach
540488,4864392,37047,32278,8678,78003,1,purple
528716,4758444,41337,26244,12374,79955,1,purple
286602,2579418,14443,12081,4487,31011,1,purple
57164,228656,481,497,423,1401,0,peach
12029,48116,32,27,68,127,0,peach
6913,27652,8,8,17,33,0,peach
7050,28200,22,5,73,100,0,peach
8371,33484,27,5,37,69,0,peach
13788,55152,27,14,111,152,0,peach
20112,80448,103,49,108,260,0,peach
81002,324008,1555,2116,414,4085,0,peach
232339,2091051,11569,10629,2170,24368,0,peach
526595,4739355,37144,29764,7326,74234,1,purple
491717,4425453,36374,25225,11425,73024,1,purple
232246,2090214,10768,10447,4199,25414,0,peach
50378,201512,481,489,239,1209,0,peach
13484,53936,19,27,34,80,0,peach
7522,30088,5,8,73,86,0,peach
8118,32472,51,14,93,158,0,peach
8656,34624,11,11,186,208,0,peach
12112,48448,24,11,175,210,0,peach
20796,83184,68,59,45,172,0,peach
86594,346376,1858,1904,461,4223,0,peach
243723,2193507,13058,11762,2415,27235,0,peach
514937,4634433,37430,29219,7802,74451,1,purple
522578,4703202,34877,23681,10913,69471,1,purple
231886,2086974,6258,7244,2618,16120,0,peach
59849,239396,340,534,213,1087,0,peach
11922,47688,27,14,30,71,0,peach
7522,30088,5,8,59,72,0,peach
8380,33520,19,5,68,92,0,peach
8451,33804,3,3,72,78,0,peach
13677,54708,16,19,100,135,0,peach
18388,73552,57,51,8,116,0,peach
90692,362768,2035,2373,554,4962,0,peach
230625,2075625,11909,13356,2542,27807,0,peach
490693,4416237,34815,28543,9349,72707,1,purple
485240,4367160,38330,25516,12016,75862,1,purple
261525,2353725,7666,6760,3761,18187,1,purple
53852,215408,167,206,365,738,0,peach
15704,62816,13,7,48,68,0,peach
3387,13548,4,7,32,43,0,peach
6171,24683,20,9,82,111,0,peach
9065,36258,8,21,26,55,0,peach
9097,36388,43,9,64,116,0,peach
18887,75548,73,69,73,215,0,peach
82027,328108,1228,1626,215,3069,0,peach
225695,2031257,10223,11772,1699,23694,0,peach
585823,5272411,35460,34743,7986,78189,1,purple
549161,4942446,32365,30123,12213,74701,1,purple
305959,2753629,10123,11811,4328,26262,1,purple
87651,350603,640,852,339,1831,0,peach
17819,71276,30,60,29,119,0,peach
8334,33335,33,42,22,97,0,peach
9321,38363,10,15,35,60,0,peach
17673,72044,10,15,50,75,0,peach
12414,51619,15,30,64,109,0,peach
31312,128651,75,81,33,189,0,peach
97852,477485,1615,2256,401,4272,0,peach
370232,4438528,12968,15291,2923,31182,1,purple
490284,6250966,30183,28881,8488,67552,1,purple
261481,3694874,15605,12723,8024,36352,1,purple
235172,2554240,4558,5556,2526,12640,1,purple
107295,458943,438,738,377,1553,0,peach
20937,84890,33,12,19,64,0,peach
10073,40815,5,6,18,29,0,peach
8647,35020,5,0,19,24,0,peach
12512,50731,10,9,19,38,0,peach
16805,69724,15,18,106,139,0,peach
54898,224451,90,114,66,270,0,peach
116163,532962,1425,1758,359,3542,0,peach
281589,3504698,10548,13290,2625,26463,1,purple
541644,7245791,31608,33159,8921,73688,1,purple
602042,7660965,28200,27888,11332,67420,1,purple
288378,3385655,7030,8967,3809,19806,1,purple
89257,399968,883,1080,328,2291,0,peach
11824,54505,328,36,37,401,0,peach
10174,42233,13,54,19,86,0,peach
7444,30461,0,12,26,38,0,peach
12496,50936,0,9,44,53,0,peach
16490,67661,33,9,53,95,0,peach
54609,221146,48,75,28,151,0,peach
131566,654989,2423,3012,514,5949,0,peach
286605,3569069,9610,13383,2287,25280,1,purple
561774,7545650,33818,35376,9170,78364,1,purple
498836,6799455,30358,29001,10935,70294,1,purple
269149,3347912,7970,10998,3751,22719,1,purple
64658,291500,395,1125,189,1709,0,peach
11848,50255,25,123,11,159,0,peach
9626,39827,18,39,17,74,0,peach
10009,41008,15,15,24,54,0,peach
10702,45157,3,42,86,131,0,peach
12439,52465,8,36,107,151,0,peach
23373,98935,78,168,57,303,0,peach
100842,507211,1695,2760,399,4854,0,peach
324244,3953814,11330,14406,2274,28010,1,purple
587137,7777413,33165,32751,8538,74454,1,purple
493092,6661913,30235,26715,10566,67516,1,purple
287424,3581073,9183,12102,3641,24926,1,purple
87759,381203,570,813,282,1665,0,peach
16606,67863,35,33,12,80,0,peach
10772,43827,10,15,16,41,0,peach
12167,49152,0,3,24,27,0,peach
12086,50134,8,21,71,100,0,peach
26534,108117,50,27,33,110,0,peach
34659,145549,135,210,39,384,0,peach
137220,675852,1990,3261,446,5697,0,peach
341317,4179562,11190,15072,2665,28927,1,purple
621046,7866915,28758,30420,9012,68190,1,purple
492343,6666996,28971,25929,11290,66190,1,purple
311589,3785408,8761,11826,4160,24747,1,purple
66059,290723,428,870,174,1472,0,peach
18688,76723,48,45,17,110,0,peach
9621,40237,33,3,62,98,0,peach
9324,38250,10,12,31,53,0,peach
10966,46305,13,24,99,136,0,peach
13850,58134,35,36,81,152,0,peach
17129,70901,28,69,36,133,0,peach
85554,425342,1133,1935,260,3328,0,peach
287059,3611001,11005,11325,2502,24832,1,purple
523881,7100537,34517,30627,8163,73307,1,purple
514317,7003719,33564,27624,11604,72792,1,purple
262782,3255313,7787,9336,3774,20897,1,purple
58605,264037,568,837,241,1646,0,peach
16544,68371,45,36,41,122,0,peach
8016,33243,13,18,35,66,0,peach
9800,40405,15,12,40,67,0,peach
11642,49637,8,12,151,171,0,peach
10647,44657,30,3,82,115,0,peach
21805,92307,138,108,37,283,0,peach
102993,534209,2145,2928,318,5391,0,peach
327572,4078964,12440,15030,2574,30044,1,purple
603681,8066400,37193,38097,8789,84079,1,purple
541997,7654744,36044,32193,23607,91844,1,purple
325257,4136733,12957,17118,4903,34978,1,purple
49525,223814,383,738,308,1429,0,peach
15801,65291,20,57,39,116,0,peach
10628,43915,35,36,7,78,0,peach
10005,41243,15,0,53,68,0,peach
10811,45126,13,15,77,105,0,peach
14646,62267,38,30,137,205,0,peach
24111,102845,128,192,36,356,0,peach
106316,545666,1086,1902,301,3289,0,peach
337120,4175400,12078,14721,2524,29323,1,purple
673359,8760776,39074,38811,9400,87285,2,black
632971,8328630,37994,33114,12863,83971,1,purple
300275,3787741,10189,14769,4750,29708,1,purple
66155,312664,955,1251,463,2669,0,peach
13541,54990,15,24,7,46,0,peach
10738,44565,18,3,69,90,0,peach
10887,44222,18,6,14,38,0,peach
10911,44490,10,3,34,47,0,peach
12243,50908,23,3,82,108,0,peach
15747,65588,38,36,71,145,0,peach
92755,423744,602,1035,158,1795,0,peach
266283,3182906,7919,10659,1599,20177,1,purple
512494,6943666,36060,35808,6753,78621,1,purple
532718,7286339,37523,35172,11475,84170,1,purple
320813,4020909,13215,17820,5160,36195,1,purple
54356,236493,268,486,306,1060,0,peach
13797,56807,40,30,20,90,0,peach
10560,43790,25,18,43,86,0,peach
10318,41802,2,6,21,29,0,peach
10194,42242,12,39,30,81,0,peach
12416,51464,15,27,58,100,0,peach
32085,132777,102,117,27,246,0,peach
112055,539328,1448,1992,243,3683,0,peach
313713,3832980,10902,13992,1787,26681,1,purple
630093,8291507,38588,37755,8232,84575,1,purple
604039,8151261,40130,36006,13239,89375,1,purple
356975,4293311,11007,14694,2594,28295,1,purple
54127,250791,712,816,376,1904,0,peach
16158,66053,25,54,0,79,0,peach
9862,40942,20,36,27,83,0,peach
10836,45835,18,90,31,139,0,peach
11388,47003,22,18,40,80,0,peach
15758,65316,15,27,85,127,0,peach
20922,87037,65,99,22,186,0,peach
108998,520107,1540,1896,122,3558,0,peach
343560,4267054,15081,17550,2317,34948,1,purple
645514,8528511,41728,37875,8687,88290,2,black
626556,8445115,40596,37776,15035,93407,1,purple
355471,4325309,11150,16260,2700,30110,1,purple
25965,112061,142,270,43,455,0,peach
14924,61902,38,57,28,123,0,peach
10482,43720,32,45,22,99,0,peach
12111,50380,28,36,44,108,0,peach
10242,42517,10,39,37,86,0,peach
13214,55341,30,39,69,138,0,peach
28667,120462,155,126,41,322,0,peach
112187,554337,2226,2961,242,5429,0,peach
334074,4070460,12307,15018,1815,29140,1,purple
699650,8934598,40572,35109,8614,84295,2,black
675119,8779887,41309,33843,12828,87980,2,black
353497,4207584,13414,16656,5757,35827,1,purple
72694,315111,505,480,367,1352,0,peach
15706,64669,12,51,39,102,0,peach
11367,46403,15,21,16,52,0,peach
12087,50472,30,45,43,118,0,peach
14530,61047,58,27,78,163,0,peach
18139,76606,70,84,71,225,0,peach
48270,203888,242,330,28,600,0,peach
134741,695277,3516,4395,576,8487,0,peach
414671,5116201,21238,20718,3900,45856,1,purple
689064,8711798,39444,32907,10736,83087,2,black
579007,7374808,34906,24930,11428,71264,1,purple
351388,4198421,12265,14109,5431,31805,1,purple
71297,364462,1740,2214,450,4404,0,peach
19505,81314,80,69,34,183,0,peach
13357,54329,10,18,22,50,0,peach
15674,64478,20,27,52,99,0,peach
16548,69548,68,90,29,187,0,peach
21257,92644,110,135,178,423,0,peach
55125,241994,460,633,101,1194,0,peach
183925,938604,4380,4731,578,9689,0,peach
485017,5851027,24513,24300,3521,52334,1,purple
818481,9968386,43496,36177,11143,90816,2,black
748565,9327246,43352,35364,14446,93162,2,black
482592,5733273,18544,23352,8019,49915,1,purple
75797,372121,1568,1953,309,3830,0,peach
30823,128052,78,150,37,265,0,peach
12877,52211,10,21,8,39,0,peach
14690,61206,35,72,29,136,0,peach
13802,56253,10,18,30,58,0,peach
19336,80802,55,99,38,192,0,peach
38323,159971,120,207,44,371,0,peach
177787,941395,4636,5061,442,10139,0,peach
620962,7219226,24835,26970,3760,55565,1,purple
1009665,11790317,43965,35412,11553,90930,2,black
908479,10860002,44609,32208,14462,91279,2,black
389137,4234021,9191,11193,3405,23789,1,purple
84469,349289,145,273,216,634,0,peach
15594,64843,45,81,11,137,0,peach
13268,54531,15,45,21,81,0,peach
12222,49913,15,24,18,57,0,peach
11847,48261,2,18,28,48,0,peach
21758,90075,40,54,75,169,0,peach
28404,120797,135,192,72,399,0,peach
195116,1012270,4465,5613,358,10436,0,peach
556304,6611358,22326,25605,2661,50592,1,purple
905959,10782812,40664,36108,11308,88080,2,black
667688,8037410,30984,24006,12371,67361,1,purple
434600,4885682,11018,16479,5165,32662,1,purple
91973,410361,818,1290,252,2360,0,peach
20657,85389,28,108,18,154,0,peach
18781,77004,12,69,23,104,0,peach
13581,55260,10,42,0,52,0,peach
11240,45320,5,3,12,20,0,peach
23989,99484,60,63,73,196,0,peach
35491,148074,118,165,57,340,0,peach
167403,878332,3554,5193,287,9034,0,peach
544088,6512353,22128,25629,3506,51263,1,purple
879711,10597640,39884,37662,10400,87946,2,black
771874,9527073,39815,34143,13622,87580,2,black
488909,5637005,12282,22272,6658,41212,1,purple
78408,336824,302,873,113,1288,0,peach
20008,81157,18,33,12,63,0,peach
15137,61359,5,21,19,45,0,peach
13651,55226,8,12,15,35,0,peach
18020,73539,0,0,81,81,0,peach
24377,101163,60,63,80,203,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
202701,1960243,945,915,426,2286,0,peach
453977,4696471,7460,6627,3822,17909,1,purple
459121,4818506,7352,6645,6728,20725,1,purple
343911,3410196,1780,1842,4668,8290,1,purple
125544,558282,950,1530,637,3117,0,peach
29366,120211,32,54,66,152,0,peach
28196,115763,48,45,73,166,0,peach
23417,96305,58,48,41,147,0,peach
17238,70204,12,30,27,69,0,peach
30976,127785,72,39,104,215,0,peach
53134,223867,142,378,109,629,0,peach
175277,887374,3440,4368,357,8165,0,peach
587237,6382190,16220,19143,4040,39403,1,purple
796868,8809401,26824,22626,10082,59532,2,black
670628,7570669,23272,22323,9951,55546,1,purple
533388,5650842,10002,14304,8200,32506,1,purple
149564,660139,915,1953,570,3438,0,peach
26300,109745,68,144,41,253,0,peach
17629,71370,12,9,26,47,0,peach
482,964,0,0,0,0,0,peach
990,1980,0,0,0,0,0,peach
1035,2070,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
102,204,0,0,0,0,0,peach
149,298,0,0,0,0,0,peach
234,468,0,0,0,0,0,peach
1725,3450,0,0,0,0,0,peach
3396,6792,0,0,0,0,0,peach
2212,4424,0,0,0,0,0,peach
2364,4728,0,0,0,0,0,peach
826,1652,0,0,0,0,0,peach
198,396,0,0,0,0,0,peach
106,212,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
60,120,0,0,0,0,0,peach
81,162,0,0,0,0,0,peach
152,304,0,0,0,0,0,peach
2234,4468,0,0,0,0,0,peach
1353,2706,0,0,0,0,0,peach
3163,6326,0,0,0,0,0,peach
2489,4978,0,0,0,0,0,peach
1041,2082,0,0,0,0,0,peach
732,1464,0,0,0,0,0,peach
124,248,0,0,0,0,0,peach
130,260,0,0,0,0,0,peach
139,278,0,0,0,0,0,peach
93,186,0,0,0,0,0,peach
133,266,0,0,0,0,0,peach
216,432,0,0,0,0,0,peach
2809,5618,0,0,0,0,0,peach
4009,8018,0,0,0,0,0,peach
10859,21718,0,0,0,0,0,peach
21737,43474,0,0,0,0,0,peach
1123,2246,0,0,0,0,0,peach
1608,3216,0,0,0,0,0,peach
348,696,0,0,0,0,0,peach
61,122,0,0,0,0,0,peach
60,120,0,0,0,0,0,peach
188,376,0,0,0,0,0,peach
85,170,0,0,0,0,0,peach
216,432,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
17216,34432,0,0,0,0,0,peach
23801,47602,0,0,0,0,0,peach
19529,39058,0,0,0,0,0,peach
5287,10574,0,0,0,0,0,peach
2459,4918,0,0,0,0,0,peach
121,242,0,0,0,0,0,peach
52,104,0,0,0,0,0,peach
56,112,0,0,0,0,0,peach
87,174,0,0,0,0,0,peach
199,398,0,0,0,0,0,peach
101,202,0,0,0,0,0,peach
928,1856,0,0,0,0,0,peach
38499,76998,0,0,0,0,0,peach
46198,92396,0,0,0,0,0,peach
63789,127578,0,0,0,0,0,peach
30208,60416,0,0,0,0,0,peach
24547,49094,0,0,0,0,0,peach
182,364,0,0,0,0,0,peach
216,432,0,0,0,0,0,peach
58,116,0,0,0,0,0,peach
63,126,0,0,0,0,0,peach
160,320,0,0,0,0,0,peach
160,320,0,0,0,0,0,peach
8779,17558,0,0,0,0,0,peach
48571,97142,0,0,0,0,0,peach
81316,162632,0,0,0,0,0,peach
77214,154428,0,0,0,0,0,peach
91619,183238,0,0,0,0,0,peach
17661,35322,0,0,0,0,0,peach
127,254,0,0,0,0,0,peach
112,224,0,0,0,0,0,peach
202,404,0,0,0,0,0,peach
45,90,0,0,0,0,0,peach
42,84,0,0,0,0,0,peach
100,200,0,0,0,0,0,peach
174,348,0,0,0,0,0,peach
88246,176492,0,0,0,0,0,peach
104363,208726,0,0,0,0,0,peach
120141,240282,0,0,0,0,0,peach
70681,141362,0,0,0,0,0,peach
25048,50096,0,0,0,0,0,peach
60,120,0,0,0,0,0,peach
105,210,0,0,0,0,0,peach
4,8,0,0,0,0,0,peach
8,16,0,0,0,0,0,peach
90,180,0,0,0,0,0,peach
448,896,0,0,0,0,0,peach
37208,74416,0,0,0,0,0,peach
92946,185892,0,0,0,0,0,peach
110593,221186,0,0,0,0,0,peach
79374,158748,0,0,0,0,0,peach
80156,160312,0,0,0,0,0,peach
1248,2496,0,0,0,0,0,peach
40,80,0,0,0,0,0,peach
59,118,0,0,0,0,0,peach
170,340,0,0,0,0,0,peach
196,392,0,0,0,0,0,peach
674,1348,0,0,0,0,0,peach
280,560,0,0,0,0,0,peach
32236,64472,0,0,0,0,0,peach
89149,178298,0,0,0,0,0,peach
75055,150110,0,0,0,0,0,peach
76315,152630,0,0,0,0,0,peach
70506,141012,0,0,0,0,0,peach
3600,7200,0,0,0,0,0,peach
60,120,0,0,0,0,0,peach
8,16,0,0,0,0,0,peach
139,278,0,0,0,0,0,peach
160,320,0,0,0,0,0,peach
129,258,0,0,0,0,0,peach
197,394,0,0,0,0,0,peach
19300,38600,0,0,0,0,0,peach
77826,155652,0,0,0,0,0,peach
72086,144172,0,0,0,0,0,peach
99125,198250,0,0,0,0,0,peach
86277,172554,0,0,0,0,0,peach
86,172,0,0,0,0,0,peach
180,360,0,0,0,0,0,peach
48,96,0,0,0,0,0,peach
134,268,0,0,0,0,0,peach
200,400,0,0,0,0,0,peach
270,540,0,0,0,0,0,peach
290,580,0,0,0,0,0,peach
39900,79800,0,0,0,0,0,peach
185034,370068,0,0,0,0,0,peach
184866,369732,0,0,0,0,0,peach
181552,363104,0,0,0,0,0,peach
105353,210706,0,0,0,0,0,peach
134,268,0,0,0,0,0,peach
454,908,0,0,0,0,0,peach
40,80,0,0,0,0,0,peach
22,44,0,0,0,0,0,peach
161,322,0,0,0,0,0,peach
122,244,0,0,0,0,0,peach
90,180,0,0,0,0,0,peach
40981,81962,0,0,0,0,0,peach
82042,164084,0,0,0,0,0,peach
97454,194908,0,0,0,0,0,peach
132162,264324,0,0,0,0,0,peach
85222,170444,0,0,0,0,0,peach
130,260,0,0,0,0,0,peach
188,376,0,0,0,0,0,peach
39,78,0,0,0,0,0,peach
44,88,0,0,0,0,0,peach
81,162,0,0,0,0,0,peach
53,106,0,0,0,0,0,peach
56,112,0,0,0,0,0,peach
185,370,0,0,0,0,0,peach
118275,236550,0,0,0,0,0,peach
144779,289558,0,0,0,0,0,peach
140122,280244,0,0,0,0,0,peach
118762,237524,0,0,0,0,0,peach
340,680,0,0,0,0,0,peach
106,212,0,0,0,0,0,peach
56,112,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
38738,77476,0,0,0,0,0,peach
111906,223812,0,0,0,0,0,peach
162839,325678,0,0,0,0,0,peach
138637,277274,0,0,0,0,0,peach
109888,219776,0,0,0,0,0,peach
63645,127290,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
20,40,0,0,0,0,0,peach
30,60,0,0,0,0,0,peach
35,70,0,0,0,0,0,peach
15650,31300,0,0,0,0,0,peach
115690,231380,0,0,0,0,0,peach
133422,266844,0,0,0,0,0,peach
148546,297092,0,0,0,0,0,peach
116360,232720,0,0,0,0,0,peach
60045,120090,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
40,80,0,0,0,0,0,peach
40,80,0,0,0,0,0,peach
35,70,0,0,0,0,0,peach
81095,162190,0,0,0,0,0,peach
104916,209832,0,0,0,0,0,peach
105625,211250,0,0,0,0,0,peach
145081,290162,0,0,0,0,0,peach
106971,213942,0,0,0,0,0,peach
47190,94380,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
7980,15960,0,0,0,0,0,peach
48072,96144,0,0,0,0,0,peach
46863,93726,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
57027,114054,0,0,0,0,0,peach
34163,68326,0,0,0,0,0,peach
56590,113180,0,0,0,0,0,peach
43477,86954,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
37002,597420,270,64,786,1120,0,peach
46043,737032,826,116,268,1210,0,peach
91927,1475492,7182,936,2272,10390,0,peach
123643,2006139,6965,1507,4391,12863,0,peach
205048,3635228,26996,13042,14548,54586,1,purple
297877,148789,15606,4593,22287,42486,0,peach
338935,6036080,14875,4608,21565,41048,1,purple
350694,6260105,15763,4913,25938,46614,1,purple
294206,5139365,11680,4891,16626,33197,1,purple
187335,3063177,8193,769,6180,15142,1,purple
98410,1573936,1922,161,2891,4974,0,peach
60596,969004,744,152,2720,3616,0,peach
55634,893004,542,30,1637,2209,0,peach
40800,656140,377,45,2098,2520,0,peach
111283,1829004,5952,385,7731,14068,0,peach
135657,2210307,7191,2110,9542,18843,0,peach
300940,5286815,5867,2932,11601,20400,1,purple
231093,4215390,14301,4877,9973,29151,1,purple
382961,6875218,15346,4644,9708,29698,1,purple
379099,6790854,15500,4585,9929,30014,1,purple
264391,4671936,12888,4338,7917,25143,1,purple
194043,3234990,6113,1588,7028,14729,1,purple
119440,1989593,1976,863,5152,7991,0,peach
89632,1437528,1979,796,3674,6449,0,peach
87337,955888,465,186,5011,5662,0,peach
88570,1424488,691,31,2885,3607,0,peach
119264,1922429,1254,626,9725,11605,0,peach
205490,3378874,7670,2333,10246,20249,1,purple
244709,4364450,11074,3718,12919,27711,1,purple
364113,6045214,13156,5588,9556,28300,1,purple
398756,6920922,14311,5566,8371,28248,1,purple
378831,6658228,13918,5566,7643,27127,1,purple
247606,4310124,10799,4822,7172,22793,1,purple
185318,3153888,4903,1682,8135,14720,1,purple
83734,1359244,1473,300,6523,8296,0,peach
68542,1106697,550,275,3649,4474,0,peach
44969,718804,483,94,3672,4249,0,peach
58210,930760,607,66,2640,3313,0,peach
106235,1702928,1059,105,8162,9326,0,peach
167891,3038430,7478,1952,11318,20748,1,purple
212009,3471756,5860,1758,15518,23136,1,purple
372127,6688806,20910,4657,10246,35813,1,purple
369983,6463640,15206,5387,7532,28125,1,purple
364548,6581862,14440,5824,13031,33295,1,purple
254192,4498241,12892,5028,8460,26380,1,purple
188615,3208354,5302,1516,9153,15971,1,purple
90586,1473987,1405,250,5784,7439,0,peach
63762,1019832,495,257,3601,4353,0,peach
49146,785836,451,94,3196,3741,0,peach
65862,1053372,605,46,2670,3321,0,peach
118768,1944780,1309,510,8878,10697,0,peach
141134,2398200,6374,1659,13903,21936,1,purple
233043,4048824,12484,2302,14592,29378,1,purple
364817,6580349,14363,4856,15187,34406,1,purple
400961,3579284,13951,5653,12208,31812,1,purple
305589,5400230,12115,5084,10380,27579,1,purple
226922,4010996,9807,4399,7653,21859,1,purple
181782,3057828,4982,1354,7518,13854,1,purple
94483,1556548,708,198,4930,5836,0,peach
65575,1057669,478,236,2778,3492,0,peach
60598,972000,327,68,2618,3013,0,peach
72688,1178547,557,78,2421,3056,0,peach
123699,1976932,1484,651,9322,11457,0,peach
169412,2869241,7358,1988,12737,22083,1,purple
249813,4483338,15074,3317,14702,33093,1,purple
332759,6025615,13010,4844,12805,30659,1,purple
369741,6594002,14812,4165,9649,28626,1,purple
260758,4811290,13601,5040,7874,26515,1,purple
220356,3954249,10493,4200,8714,23407,1,purple
148330,2552771,1977,1077,8466,11520,1,purple
104114,1711750,1056,528,4342,5926,0,peach
61316,986800,423,211,3229,3863,0,peach
54330,868960,157,31,2570,2758,0,peach
66986,1074304,10,0,2105,2115,0,peach
143335,2316996,1469,516,9784,11769,0,peach
217613,4027780,3838,2087,11070,16995,1,purple
295024,5193011,9426,3633,3956,17015,1,purple
391629,7018513,9349,5452,14056,28857,1,purple
411347,7358800,12131,5035,10732,27898,1,purple
366036,6637538,9678,6767,10818,27263,1,purple
304431,5341812,8534,4401,6160,19095,1,purple
240488,4039372,3026,1355,5575,9956,1,purple
114023,1855026,572,137,3066,3775,0,peach
106287,1710494,26,0,1276,1302,0,peach
75573,1209168,0,0,555,555,0,peach
94361,1520005,0,0,914,914,0,peach
201642,3260064,1028,514,10031,11573,1,purple
215037,3586096,6824,4232,4489,15545,1,purple
318732,5648265,8430,3279,9166,20875,1,purple
407145,7361258,10271,4932,11086,26289,1,purple
456542,8155920,11542,4685,9157,25384,1,purple
437652,7798300,12715,4584,10879,28178,1,purple
312678,5511640,6602,4183,6201,16986,1,purple
247244,4154648,3157,1579,5410,10146,1,purple
151811,2492168,564,387,3342,4293,1,purple
117370,1881796,0,0,1955,1955,0,peach
94561,1512976,0,0,799,799,0,peach
110009,1769168,0,0,1244,1244,0,peach
188661,3031272,810,383,4031,5224,1,purple
294786,4703952,5855,4433,4670,14958,1,purple
352013,5166432,17466,12942,2894,33302,1,purple
457635,6268112,23822,14310,6494,44626,1,purple
485310,6715328,19615,14051,5359,39025,1,purple
525178,7216128,18652,13562,6370,38584,1,purple
425004,5874688,21817,15916,6206,43939,1,purple
299263,4280896,8215,5741,5212,19168,1,purple
168321,2486560,1703,705,2938,5346,1,purple
112289,1795936,871,118,1219,2208,0,peach
96995,1551584,196,114,790,1100,0,peach
133142,2129888,268,190,1158,1616,0,peach
273551,4373728,4653,2045,3722,10420,1,purple
240519,3835072,5379,3010,4027,12416,1,purple
387946,5689440,11945,8450,4691,25086,1,purple
523647,7282736,9405,6280,3931,19616,1,purple
557670,7629344,11272,9370,3688,24330,1,purple
550873,7546464,12505,7675,3468,23648,1,purple
462806,6399296,22402,8677,3828,34907,1,purple
328960,4689984,11785,9474,3335,24594,1,purple
196874,3075184,2264,432,1975,4671,1,purple
106903,1710000,654,74,2737,3465,0,peach
107390,1717712,374,30,538,942,0,peach
128648,2058064,640,142,828,1610,0,peach
261150,4174512,5970,3609,3913,13492,1,purple
280218,4468864,8108,5152,3235,16495,1,purple
409344,5998864,14692,5166,3577,23435,1,purple
543782,7549008,17002,10031,3058,30091,1,purple
542509,7439232,22693,11903,2602,37198,1,purple
536221,7302032,27353,15587,3067,46007,1,purple
440897,5964080,20579,12111,3203,35893,1,purple
345439,4946304,10404,8241,3156,21801,1,purple
225092,3532080,2972,1324,2308,6604,1,purple
145519,2327936,1123,148,1254,2525,1,purple
118005,1887248,233,33,689,955,0,peach
131958,2110928,530,208,564,1302,0,peach
256088,4093040,1887,2394,2982,7263,1,purple
314388,5011888,3945,2176,4400,10521,1,purple
410498,6026880,14967,8466,3493,26926,1,purple
472277,6405712,17927,10947,3079,31953,1,purple
534498,7332144,27449,14631,3278,45358,1,purple
528984,7248368,28589,14307,3536,46432,1,purple
403743,5785952,23627,14145,3648,41420,1,purple
283512,4051984,12861,8747,3848,25456,1,purple
197985,3160000,2940,1284,2336,6560,1,purple
124749,1994752,502,340,1059,1901,0,peach
119713,2220970,416,296,3297,4009,0,peach
137010,2590804,1102,407,4437,5946,1,purple
173728,3412694,4867,1761,12887,19515,1,purple
262163,5032074,10553,7552,19690,37795,1,purple
420242,7495660,17784,13956,32404,64144,1,purple
530436,8974326,20709,15747,37938,74394,2,black
583108,9701420,23241,17420,33606,74267,2,black
561165,9534674,24190,17453,30205,71848,2,black
451446,7801192,21271,18234,25827,65332,1,purple
361865,6307054,14680,13461,18422,46563,1,purple
