RecreationVisits,RecreationHours,TentCampers,RVCampers,BackcountryCampers,Campers,Clusters,Cluster Color
181771,3376364,2499,1084,3679,7262,1,purple
103384,1996682,775,470,3389,4634,0,peach
106718,1693424,692,307,2656,3655,0,peach
129889,1951248,668,263,3654,4585,0,peach
215840,3320420,4209,1809,13996,20014,1,purple
344954,5235280,8593,12606,19721,40920,1,purple
434452,6400744,13572,23728,36387,73687,1,purple
553547,8250504,20782,17945,38171,76898,1,purple
658700,10022428,21791,17268,32806,71865,2,black
648030,9895110,22165,16817,30940,69922,2,black
468743,7192140,21159,17819,25036,64014,1,purple
325158,5000160,15894,12835,17873,46602,1,purple
184552,2936076,2231,2446,7548,12225,1,purple
132962,2070160,767,326,1839,2932,0,peach
113555,1806556,746,244,2309,3299,0,peach
124186,1936076,562,429,3736,4727,0,peach
267508,4175584,4204,1732,12963,18899,1,purple
326969,4898440,14872,9502,21529,45903,1,purple
462722,6850396,21229,25856,36393,83478,1,purple
610570,9149688,23036,16898,39420,79354,2,black
755833,11554792,25550,12613,30246,68409,2,black
744485,11437290,33210,18541,33136,84887,2,black
481004,7417180,24523,12787,26663,63973,1,purple
356060,5488476,14373,9953,24397,48723,1,purple
186556,2908244,2116,862,9681,12659,1,purple
146154,2275756,699,599,4351,5649,0,peach
137426,2192720,671,673,3317,4661,0,peach
136008,2124740,421,322,4062,4805,0,peach
321076,4933252,6508,3064,17839,27411,1,purple
317331,4733284,12961,6571,23867,43399,1,purple
430834,6357646,21645,10863,36614,69122,1,purple
539256,8078818,28181,14519,39124,81824,1,purple
684303,10379482,30300,15751,35882,81933,2,black
656675,10007954,28915,13982,31313,74210,2,black
447284,6838896,21122,12488,25626,59236,1,purple
348792,5317626,12329,6823,24953,44105,1,purple
192207,3005204,1849,866,9219,11934,1,purple
153124,2416000,707,274,4453,5434,1,purple
124843,1989444,356,164,3143,3663,0,peach
158170,2476256,1002,456,4200,5658,1,purple
286118,4415184,4171,1973,16107,22251,1,purple
371843,5611800,12592,6389,24286,43267,1,purple
464743,6883708,20634,10697,37666,68997,1,purple
665255,10073620,25756,53463,39089,118308,2,black
678871,10329056,31819,14887,35394,82100,2,black
678492,10425368,15288,7091,31416,53795,2,black
439849,6718720,21267,12489,28501,62257,1,purple
381572,5898052,12061,7619,22514,42194,1,purple
166568,2582022,2556,1205,9314,13075,1,purple
141321,2218006,523,233,5169,5925,0,peach
147909,2334924,551,253,3164,3968,1,purple
171968,2674024,1406,677,4391,6474,1,purple
302054,4668308,7556,3581,19626,30763,1,purple
364219,5495748,13767,6894,25168,45829,1,purple
477093,7079156,18079,10090,40655,68824,1,purple
577194,8658966,21868,12256,39441,73565,2,black
691310,10446486,26282,13663,33319,73264,2,black
580705,8769826,24773,12514,31168,68455,2,black
499011,7651956,23918,13372,28218,65508,1,purple
387665,5986604,10367,6991,23591,40949,1,purple
188612,2930312,2080,935,10106,13121,1,purple
149963,2311432,519,228,6446,7193,0,peach
133291,2073988,481,209,2875,3565,0,peach
174087,2679588,1207,538,4638,6383,1,purple
347740,5334512,7870,3744,18902,30516,1,purple
324011,4920372,8461,4198,19968,32627,1,purple
465990,6875702,16806,9186,39365,65357,1,purple
540275,8026316,21950,11815,36271,70036,1,purple
730341,11087974,25539,13258,33255,72052,2,black
591024,8809042,24210,12062,30224,66496,2,black
599107,9402044,23599,13536,24269,61404,2,black
444433,6768492,11857,6835,24839,43531,1,purple
251808,3916364,718,319,7456,8493,1,purple
189561,2943268,261,169,4548,4978,1,purple
133187,2063852,226,78,2484,2788,0,peach
135141,2063214,942,430,3005,4377,0,peach
248949,3818848,3818,1750,14291,19859,1,purple
401811,6089788,7700,3627,20461,31788,1,purple
444044,6720632,14678,7981,27451,50110,1,purple
532945,8293950,13366,5537,17056,35959,1,purple
586676,9196404,29645,9993,12326,51964,2,black
600640,9473784,24764,12353,11603,48720,2,black
421853,6586538,23981,7244,16553,47778,1,purple
375993,5833424,10689,5602,18200,34491,1,purple
209611,3248200,431,220,6652,7303,1,purple
148832,2293672,354,170,2696,3220,0,peach
154225,2406112,416,191,3223,3830,1,purple
168127,2571070,581,247,2903,3731,1,purple
367827,5650184,5319,2473,15944,23736,1,purple
345769,5196324,10905,5146,20102,36153,1,purple
456674,6907792,16321,24894,26615,67830,1,purple
564036,8770758,28454,18609,17079,64142,2,black
655350,10263226,39995,26930,12296,79221,2,black
608486,9578272,36533,24861,11357,72751,2,black
491822,7680502,26156,18318,15958,60432,1,purple
378777,5839010,12414,8930,18042,39386,1,purple
206084,3193244,1398,804,6997,9199,1,purple
177947,2759548,474,200,3962,4636,1,purple
153667,2400426,338,167,2967,3472,1,purple
159129,2411778,346,155,2888,3389,1,purple
310278,4718538,1472,641,13903,16016,1,purple
392888,5881598,30317,14388,22364,67069,1,purple
459685,6936924,19509,14485,24714,58708,1,purple
528779,8409996,26356,16396,7917,50669,1,purple
624033,9878794,32640,20157,5280,58077,2,black
590701,8795418,17241,9620,35606,62467,2,black
474295,7168822,19486,13202,27809,60497,1,purple
368560,5523316,9646,6148,25604,41398,1,purple
205567,3140828,1646,794,8588,11028,1,purple
192646,2973096,363,151,4358,4872,1,purple
152246,2358328,185,82,4024,4291,1,purple
133442,2011652,237,111,3456,3804,0,peach
304407,4648936,1930,889,13948,16767,1,purple
363932,5408456,16462,7713,22994,47169,1,purple
446090,6480604,21670,13864,39872,75406,1,purple
517870,7531928,31082,20983,38930,90995,1,purple
620638,9211394,29542,17638,35741,82921,2,black
565883,8453016,32672,22006,28538,83216,1,purple
348445,5176424,21495,14941,27302,63738,1,purple
287259,4315556,11737,7655,20427,39819,1,purple
192539,2912126,2871,1289,9938,14098,1,purple
172058,2609324,336,137,5706,6179,1,purple
141451,2155456,273,116,5759,6148,0,peach
147784,2213453,543,217,4932,5692,0,peach
295462,4440809,2508,1074,15170,18752,1,purple
331852,4924137,11005,5131,20376,36512,1,purple
408987,5871534,21289,13982,37392,72663,1,purple
502154,7301113,32167,21212,36166,89545,1,purple
568408,8397833,33358,22407,30886,86651,1,purple
520331,7760812,30134,19916,28177,78227,1,purple
368543,5493310,20253,14146,25554,59953,1,purple
324351,4864393,11887,7937,22895,42719,1,purple
217586,3304538,2364,1025,9572,12961,1,purple
175065,2652641,317,138,4859,5314,1,purple
156481,2397607,415,192,3836,4443,1,purple
148388,2262202,237,108,2609,2954,0,peach
274120,3986429,1813,752,21030,23595,1,purple
340245,4999072,10892,5068,22266,38226,1,purple
398371,5734766,20851,13595,36617,71063,1,purple
536251,7862154,33295,22272,35442,91009,1,purple
603109,8965636,34734,23240,30334,88308,2,black
550855,8230756,29066,19905,27275,76246,1,purple
377719,5597409,18743,12998,29438,61179,1,purple
335317,5052241,11818,7429,21260,40507,1,purple
220124,3325471,1930,848,10550,13328,1,purple
183920,2820168,349,123,3614,4086,1,purple
150345,2313773,322,107,2933,3362,0,peach
148379,2259788,329,92,2564,2985,0,peach
313056,4623938,2897,1207,17369,21473,1,purple
409645,5844627,10763,5911,37619,54293,1,purple
444078,6391187,21604,14611,38970,75185,1,purple
529486,7723350,31288,21943,34796,88027,1,purple
625584,9280001,32548,22264,30082,84894,2,black
549643,8203043,28404,28115,26916,83435,1,purple
425037,6346079,21235,15431,26210,62876,1,purple
333874,5099676,10203,6742,22716,39661,1,purple
219953,3285027,1523,668,10791,12982,1,purple
177154,2660769,311,130,4651,5092,1,purple
132660,2034799,261,88,2199,2548,0,peach
151719,2296418,376,119,2942,3437,0,peach
356357,5369962,5965,2690,15176,23831,1,purple
380473,5872453,6734,2987,19900,29621,1,purple
444253,6997755,18744,12166,39011,69921,1,purple
594410,9456236,18627,9622,37945,66194,2,black
611813,9634977,38183,39205,31188,108576,2,black
572431,9061951,27153,19317,25489,71959,2,black
392835,6202023,19530,20357,25144,65031,1,purple
335518,5177349,11162,8037,22892,42091,1,purple
230597,3521187,2070,959,11220,14249,1,purple
198456,3027095,388,168,5275,5831,1,purple
163222,2497530,436,173,2368,2977,1,purple
178982,2685253,561,206,3857,4624,1,purple
296498,4474862,8580,3982,14141,26703,1,purple
419253,6408106,9212,4212,21273,34697,1,purple
451576,7074781,18160,11619,39542,69321,1,purple
509456,7970621,27531,24489,42714,94734,1,purple
578208,9065524,21982,28632,31029,81643,2,black
507951,8035552,23991,17336,26516,67843,1,purple
399117,6296437,18546,20011,25743,64300,1,purple
352556,5444508,9887,9884,23888,43659,1,purple
239306,3647793,1309,590,10104,12003,1,purple
183314,2774159,312,124,3238,3674,1,purple
139636,2127419,321,127,3170,3618,0,peach
155049,2331482,415,139,5835,6389,1,purple
332226,5071734,7320,3355,20326,31001,1,purple
431874,6603591,9389,4300,30376,44065,1,purple
443773,6977435,18655,12354,39420,70429,1,purple
515106,8069070,18124,9762,37311,65197,1,purple
604185,9478677,31700,21951,31842,85493,2,black
580670,9195763,25140,17681,29642,72463,2,black
424493,6722455,19062,20293,29792,69147,1,purple
362602,5615080,9986,10038,28408,48432,1,purple
235217,3597212,1390,625,16833,18848,1,purple
188837,2886397,284,110,9708,10102,1,purple
123600,1900766,242,87,16567,16896,0,peach
146730,2237666,294,101,3771,4166,0,peach
358409,5439421,7655,3504,23836,34995,1,purple
377542,5844342,8804,4052,14220,27076,1,purple
453651,7112953,19158,12673,35721,67552,1,purple
530291,8328844,18685,9995,36548,65228,1,purple
644915,10168416,32012,21952,33059,87023,2,black
633985,10068051,25102,17752,51532,94386,2,black
433030,6880389,18529,20182,29914,68625,1,purple
359396,5620596,9684,9976,30253,49913,1,purple
209843,3243740,1513,684,24205,26402,1,purple
153922,2358042,293,117,14678,15088,1,purple
135463,2070604,323,128,6328,6779,0,peach
132865,2035058,437,159,7326,7922,0,peach
310717,4782045,7353,3428,23818,34599,1,purple
393469,6078375,9588,4104,30960,44652,1,purple
432940,6850487,20336,12841,39051,72228,1,purple
529833,8416538,19962,10325,33853,64140,1,purple
658993,10289973,32504,22222,28190,82916,2,black
600442,9476152,25333,17710,26931,69974,2,black
425737,6676606,18987,20178,28349,67514,1,purple
352207,5425729,10496,10021,26983,47500,1,purple
214355,3280729,2456,1041,16792,20289,1,purple
161047,2413972,290,116,7569,7975,1,purple
120409,1838040,242,91,5954,6287,0,peach
124573,1891309,314,98,8792,9204,0,peach
312903,4709146,4105,1876,23482,29463,1,purple
375136,5703097,16020,7237,23946,47203,1,purple
399037,6359941,20715,13586,46000,80301,1,purple
555941,8810137,23838,15050,37346,76234,2,black
647636,10303907,18604,12260,34722,65586,2,black
629167,10086924,28406,19356,32559,80321,2,black
477863,7600128,29925,19024,30899,79848,1,purple
359758,5747661,8443,5006,27585,41034,1,purple
219474,3444637,3920,1842,15712,21474,1,purple
166489,2577850,506,200,8952,9658,1,purple
139029,2170974,182,65,6913,7160,0,peach
120726,1882838,233,93,9434,9760,0,peach
304583,4723621,7662,3400,24948,36010,1,purple
388363,6056928,19894,9131,33389,62414,1,purple
419569,6653906,25166,15038,41089,81293,1,purple
544089,8613137,35458,22620,36659,94737,2,black
654871,10436397,40365,25835,30876,97076,2,black
595265,9510459,33497,21649,26346,81492,2,black
410636,6522966,26831,17739,29319,73889,1,purple
348203,5491882,15454,9739,27025,52218,1,purple
201809,3170171,1794,841,17293,19928,1,purple
171035,2653296,314,160,8542,9016,1,purple
141357,2225314,336,138,5482,5956,0,peach
141305,2198206,231,97,8979,9307,0,peach
291120,4527069,7811,3293,24780,35884,1,purple
389777,6077297,15384,5765,31357,52506,1,purple
416363,6628647,22606,10316,43035,75957,1,purple
549688,8682493,23730,11044,36782,71556,2,black
647953,10320190,25153,12374,33617,71144,2,black
610680,9751464,20881,10213,31025,62119,2,black
448925,7137447,17613,8538,29990,56141,1,purple
376225,5939492,12556,6244,27573,46373,1,purple
221927,3479528,3742,1457,16397,21596,1,purple
186032,2910596,630,188,11401,12219,1,purple
143405,2207120,400,81,4233,4714,0,peach
145356,2274776,499,145,5863,6507,0,peach
359799,5696315,11265,4958,20617,36840,1,purple
375899,5874426,17212,6135,27568,50915,1,purple
468178,7449329,15217,8662,39000,62879,1,purple
613479,9807694,78,0,7891,7969,2,black
728543,11720232,24322,12274,30002,66598,2,black
633026,10123160,21004,10336,29170,60510,2,black
465665,7411013,15695,8166,29946,53807,1,purple
197742,3105116,3428,1747,15253,20428,1,purple
217733,3417087,1707,772,16612,19091,1,purple
216015,3392612,402,170,8723,9295,1,purple
173458,2687571,449,182,5780,6411,1,purple
176364,2772234,420,133,5537,6090,1,purple
353920,5512070,6551,1490,23177,31218,1,purple
320348,4945050,11124,3528,33039,47691,1,purple
463713,7330529,22700,12301,21368,56369,1,purple
563375,8923065,7258,3631,37075,47964,2,black
621953,9886183,8131,3648,31307,43086,2,black
671027,10703836,8571,3960,28174,40705,2,black
488359,7746670,6796,4418,30261,41475,1,purple
410933,6475629,1310,1613,29478,32401,1,purple
256705,4023552,161,0,20274,20435,1,purple
256616,3957202,31,0,3766,3797,1,purple
191781,3012813,257,109,6503,6869,1,purple
224311,3506258,270,100,7277,7647,1,purple
437563,6789062,6857,3029,23656,33542,1,purple
486989,7599556,29997,14228,26443,70668,1,purple
541338,8588881,23900,12430,48019,84349,2,black
614938,9709343,32401,15816,36312,84529,2,black
714911,11353347,35153,16790,31884,83827,2,black
793412,12675302,31535,15143,28285,74963,2,black
525090,8342189,24930,13116,31574,69620,1,purple
444363,7020344,16361,7753,26694,50808,1,purple
273558,4295181,5387,2512,17779,25678,1,purple
272482,4249381,442,201,9440,10083,1,purple
189103,2973016,357,158,7848,8363,1,purple
214361,3359617,786,344,9472,10602,1,purple
504295,7819998,22220,8360,25320,55900,1,purple
464922,7267679,24860,8952,33861,67673,1,purple
588591,9338936,27898,9251,48188,85337,2,black
700421,11072616,26394,12322,40978,79694,2,black
839086,13354397,28943,13360,35685,77988,2,black
743158,11874876,24746,11569,33705,70020,2,black
578006,9181786,21250,10700,34119,66069,2,black
517791,8180234,20041,9834,29581,59456,1,purple
333204,5220434,8318,3697,18827,30842,1,purple
296873,4642983,813,53,13119,13985,1,purple
217102,3392219,508,221,8246,8975,1,purple
239154,3755554,238,84,9574,9896,1,purple
502739,7806056,11256,4982,28466,44704,1,purple
590006,9176829,12227,5743,36895,54865,2,black
606247,9608131,16960,8558,24129,49647,2,black
726916,11465916,20235,9451,40371,70057,2,black
837258,13327556,22740,11027,37926,71693,2,black
745613,11914926,22242,10369,30680,63291,2,black
571946,9074498,17076,9028,35524,61628,2,black
529825,8348260,14968,7390,29480,51838,1,purple
349326,5454618,8076,3697,19839,31612,1,purple
338106,5290013,794,312,11373,12479,1,purple
257366,4008615,678,298,9087,10063,1,purple
265949,4171295,875,276,10990,12141,1,purple
503284,7790266,10017,4556,28524,43097,1,purple
549416,8567318,12800,6527,37842,57169,2,black
637703,10117275,19208,9224,47993,76425,2,black
673474,10574820,18154,8745,41230,68129,2,black
799765,12666560,20181,9572,35432,65185,2,black
744826,11863273,18467,9068,29891,57426,2,black
615783,9755867,17725,9423,35513,62661,2,black
555094,8765148,13845,7135,28816,49796,2,black
408794,6421905,5515,2499,21004,29018,1,purple
369041,5804424,1539,677,11468,13684,1,purple
225056,3492634,1046,490,8692,10228,1,purple
213050,3342527,891,418,9905,11214,1,purple
451228,6986240,8099,3638,25430,37167,1,purple
562265,8717349,11487,6160,36876,54523,2,black
618598,9800864,15435,8587,46402,70424,2,black
643821,10106742,17335,9692,39717,66744,2,black
756860,11989163,15900,8058,34594,58552,2,black
700896,11156992,15139,7978,31280,54397,2,black
578852,9177468,15074,8753,34998,58825,2,black
551558,8685326,14215,7404,29266,50885,2,black
347847,5461722,3972,1710,18600,24282,1,purple
324380,5078106,1615,677,4272,6564,1,purple
246460,3827645,1479,674,8529,10682,1,purple
252897,3970306,1983,907,11855,14745,1,purple
276002,4095286,5475,2498,20934,28907,1,purple
0,0,0,0,0,0,0,peach
43397,694355,0,0,0,0,0,peach
232267,3702537,135,0,11872,12007,1,purple
350003,5579192,106,51,21074,21231,1,purple
303900,4835444,17,8,18500,18525,1,purple
249010,3962758,1112,72,27030,28214,1,purple
421568,5992064,3032,776,27276,31084,1,purple
275764,4319548,1661,375,18892,20928,1,purple
245830,3829143,2331,977,11627,14935,1,purple
164922,2580763,2237,1004,8955,12196,1,purple
161428,2505589,1930,832,9436,12198,1,purple
317054,4895598,9304,4209,24807,38320,1,purple
421232,6565463,12081,5091,26535,43707,1,purple
484442,7689934,14766,6186,51569,72521,1,purple
538530,8425835,17487,8662,40644,66793,1,purple
556766,8775738,16241,8104,36615,60960,2,black
430684,6857150,11177,5583,33503,50263,1,purple
399321,6298999,13400,6487,36544,56431,1,purple
430734,6756592,12779,5986,32138,50903,1,purple
346971,5426940,5939,2479,19812,28230,1,purple
280593,4351190,2190,1038,11737,14965,1,purple
63,126,0,0,0,0,0,peach
182,364,0,0,0,0,0,peach
146,292,0,0,0,0,0,peach
40,80,0,0,0,0,0,peach
1458,1458,0,0,46,46,0,peach
4923,4923,0,0,75,75,0,peach
10364,10364,0,0,56,56,0,peach
11828,11828,0,0,97,97,0,peach
6091,6091,0,0,69,69,0,peach
1662,1662,0,0,25,25,0,peach
77,77,0,0,10,10,0,peach
97,194,0,0,8,8,0,peach
115,230,0,0,10,10,0,peach
132,396,0,0,6,6,0,peach
158,474,0,0,8,8,0,peach
140,140,0,0,8,8,0,peach
1844,1844,0,0,52,52,0,peach
5606,5606,0,0,69,69,0,peach
11563,11563,0,0,71,71,0,peach
15748,15748,0,0,146,146,0,peach
5260,5260,0,0,48,48,0,peach
2388,2388,0,0,29,29,0,peach
170,170,0,0,12,12,0,peach
105,210,0,0,6,6,0,peach
96,192,0,0,12,12,0,peach
120,240,0,0,8,8,0,peach
160,320,0,0,4,4,0,peach
370,370,0,0,12,12,0,peach
1826,1826,0,0,46,46,0,peach
4903,4903,0,0,40,40,0,peach
10099,10099,0,0,46,46,0,peach
15622,15622,0,0,65,65,0,peach
6311,6311,0,0,42,42,0,peach
1587,1587,0,0,22,22,0,peach
215,215,0,0,14,14,0,peach
95,190,0,0,8,8,0,peach
72,144,0,0,4,4,0,peach
146,292,0,0,0,0,0,peach
142,284,0,0,2,2,0,peach
320,320,0,0,8,8,0,peach
1510,1510,0,0,32,32,0,peach
4140,4140,0,0,36,36,0,peach
9659,9659,0,0,58,58,0,peach
12277,12277,0,0,94,94,0,peach
6077,6077,0,0,47,47,0,peach
1453,1453,0,0,20,20,0,peach
190,190,0,0,8,8,0,peach
82,164,0,0,4,4,0,peach
88,176,0,0,2,2,0,peach
135,270,0,0,4,4,0,peach
127,254,0,0,2,2,0,peach
350,350,0,0,6,6,0,peach
1727,1727,0,0,48,48,0,peach
3772,3772,0,0,28,28,0,peach
10432,10432,0,0,26,26,0,peach
11935,11935,0,0,36,36,0,peach
5319,5319,0,0,38,38,0,peach
2109,2109,0,0,16,16,0,peach
180,180,0,0,8,8,0,peach
87,174,0,0,7,7,0,peach
70,140,0,0,5,5,0,peach
90,180,0,0,0,0,0,peach
122,244,0,0,3,3,0,peach
330,330,0,0,4,4,0,peach
1753,1753,0,0,30,30,0,peach
5062,5062,0,0,52,52,0,peach
12255,12255,0,0,34,34,0,peach
16715,16715,0,0,68,68,0,peach
6805,6805,0,0,41,41,0,peach
2179,2179,0,0,17,17,0,peach
220,220,0,0,10,10,0,peach
68,136,0,0,3,3,0,peach
89,178,0,0,2,2,0,peach
110,220,0,0,2,2,0,peach
105,210,0,0,14,14,0,peach
338,338,0,0,7,7,0,peach
1966,1966,0,0,22,22,0,peach
5254,5254,0,0,49,49,0,peach
12469,12469,0,0,46,46,0,peach
17596,17596,0,0,79,79,0,peach
6349,6349,0,0,33,33,0,peach
1918,1918,0,0,22,22,0,peach
205,205,0,0,6,6,0,peach
89,178,0,0,12,12,0,peach
92,184,0,0,10,10,0,peach
125,250,0,0,8,8,0,peach
115,230,0,0,6,6,0,peach
363,363,0,0,3,3,0,peach
1692,1692,0,0,16,16,0,peach
5757,5757,0,0,65,65,0,peach
12751,12751,0,0,41,41,0,peach
17881,17881,0,0,36,36,0,peach
6375,6375,0,0,30,30,0,peach
1305,1305,0,0,12,12,0,peach
230,230,0,0,4,4,0,peach
96,96,0,0,8,8,0,peach
110,220,0,0,0,0,0,peach
112,224,0,0,0,0,0,peach
140,280,0,0,12,12,0,peach
550,550,0,0,6,6,0,peach
1600,1600,0,0,10,10,0,peach
5094,5094,0,0,27,27,0,peach
11904,11904,0,0,26,26,0,peach
17317,17317,0,0,29,29,0,peach
7588,7588,0,0,69,69,0,peach
1682,1682,0,0,10,10,0,peach
650,650,0,0,2,2,0,peach
504,504,0,0,0,0,0,peach
465,233,0,0,0,0,0,peach
421,211,0,0,0,0,0,peach
1169,585,0,0,0,0,0,peach
1131,566,0,0,0,0,0,peach
1855,1237,0,0,28,28,0,peach
9688,6459,0,0,24,24,0,peach
19958,14968,0,0,56,56,0,peach
24589,16393,0,0,48,48,0,peach
10893,7262,0,0,19,19,0,peach
3095,1032,0,0,10,10,0,peach
556,93,0,0,2,2,0,peach
552,184,0,0,0,0,0,peach
582,194,0,0,0,0,0,peach
286,95,0,0,0,0,0,peach
609,203,0,0,0,0,0,peach
842,281,0,0,0,0,0,peach
3681,2454,0,0,4,4,0,peach
7802,5201,0,0,2,2,0,peach
20241,15180,0,0,41,41,0,peach
25077,16718,0,0,20,20,0,peach
12314,8209,0,0,28,28,0,peach
3138,1046,0,0,11,11,0,peach
515,172,0,0,0,0,0,peach
